texto,categoria
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
"Conta bloqueada Eu fui bloqueada em justamente sempre trabalhei direitinho nunca comi lanche do cliente, e muito menos brigar com cliente, sempre fiz minhas entregas certinho! Só queria q vcs repensasse e me desse outra oportunidade de ter minha conta de volta",Problemas com Cliente
"A vida toda no score 1 Não aguento mais trabalhar e esse score não subir, primeiro que já e mó luta pra subir na maioria das vezes só toca corrida de 4 km pra lá, coisa surreal, quando a gente consegue fazer umas entregas pra subir o score n muda quase nada, tá complicado pra trabalhar assim, trabalha e trabalha e nunca sobe, poderia dar uma olhada na minha conta pq não e possível, mais de meses trabalhando e não sobe, desde já agradeço!! Novamente to aqui pra falar a mesma coisa, trabalha pra caramba e nem muda nada no score e [Editado pelo Reclame Aqui] e impossível trabalhar assim, se não muda nada mó [Editado pelo Reclame Aqui] isso, irei me retirar do Ifood pq isso e sem lógica, trabalha e trabalha e n muda, meu score caiu novamente pro 1 e ainda foi pro vermelho sem sentido pq não toca nada pra mim, que [Editado pelo Reclame Aqui] que tá acontecendo com a minha conta pq não consigo trabalhar a dois dias porque não toca nenhuma corrida ..",Problemas com App
Sem acesso ao Portal do Parceiro Tenho tentado acessar o Portal do Parceiro para atualizar meus estoques mas não consigo. A tela de entrada diz que está enviando o código de acesso mas o mesmo não chega.Solicitei troca do e-mail cadastrado mas o site dá mesnagem de erro e não permite trocar o e-mail.Preciso ter acesso ao Portal para atualizar meus estoques na loja.,Problemas com App
"FUI INSULTADA DENTRO DA PLATAFORMA IFOOD Hoje realizei a compra de um prato no ifood e solicitei um combo tamanho M que vinha macarrão e refrigerante.Se tratava de um combo, ou seja, um item só no ifood.Recebi o alimento às 13h25 e não veio com refrigerante. Me alimentei, e embora não tenha gostado do prato, pois veio uma mini caixa com uns 07 fios de macarrão e o restante tudo àgua/caldo, deixei poucas estrelas ao comércio e so notifiquei que o produto veio errado para sinalizar que não veio a bebida.Lá pedem uma imagem, eu enviei uma imagem nula em branco, somente para conseguir contatar a loja. Recebi retorno de que enviaram completo sim e que eu era uma [Editado pelo Reclame Aqui] que mandei uma imagem em branco. COMO VOU ENVIAR FOTO DA BEBIDA SE NÃO VEIO BEBIDA? Me senti ofendida com o posicionamento do restaurante, que parece ser gerenciado por um banco de adolescente sem educação.Após isso, às 13h53 a recepção do predio em que trabalho me contata informando que o motoboy tinha acabado de retornar para trazer um Guaraná, ou seja, de fato não tinham enviado o refrigerante e a fim de disfarçar o erro, mandaram o motoboy aqui. Porém, já tinham me insultado.E neste meio tempo, eu já tinha contatado o ifood.De uns dias para cá ando tendo problemas umas 2x por semana com o ifood. E já não sei nem o que fazer. O jeito seria excluir a conta, visto que estou sempre me decepcionando e vocês não estão resvolvendo em nada. Estou sendo [Editado pelo Reclame Aqui], já que estou sempre me posicionando com relação à vocês e sem tratativa.Um simples pedido se torna um transtorno por semanas, porque vocês nunca resolvem.Eu gostaria que a loja fosse punida por este ato de ofensa.Pois, de acordo com o Dicionário, [Editado pelo Reclame Aqui]adjetivo e substantivo de dois gêneros1. diz-se de ou pessoa de mau caráter; desonesto, finório.2. diz-se de ou pessoa mal trajada, mas pretensiosa.Eu como cliente, pagando minhas contas, pagando meus pedidos, sou passada para trás e ainda insultada por comunicar o erro do restaurante.",Problemas com Loja
Não estou conseguindo muda a modalidade estou tentando colocar a minha modalidade para moto porque está carro mas não estou conseguindo e o iFood não me dá suporte,Problemas com App
"Fiz uma solicitação de mudança de categoria de entrega é não tive resposta Pedi pra mudar de bike pra moto e o suporte não me da atualizações, nem deixam eu entrar no chat q da erro",Problemas com App
"Atendimento péssimo e prejuízo depois de esperar 08hs por atendimento! Dia 26.01, fiz um pedido de 03 McFlurys no app. Tudo normal, pagamento ok, pedi entrega expressa no valor de R$ 15 para que meus sorvetes chegassem inteiros, e quando chegaram a surpresa: Todos com sabor errado, o sorvete totalmente empedrado, sem condições de comer, o açúcar separou da água na massa e ficou insalubre. Solicitei o reembolso no app no mesmo momento, proximo das 23hs do domingo, e foram me responder as 08h17 da manhã do dia 27, informando que eles não podiam fazer nada e eu ficaria no prejuízo! Mostrei as provas, fotos, o print do pedido, tudo o que tinha em mãos para comprovar que veio tudo errado e eles apenas ""lamentaram minha má experiência"". Só faltou me pedirem foto dos itens no lixo, que eu havia colocado para fora de casa naquela mesma manhã porque estava escorrendo devido ao bendito sorvete. Não é a primeira vez que tenho problema com o Mc e com o Ifood num mesmo pedido, mas na teimosia de confiar na plataforma, acabei perdendo 70 reais. Quero reaver meu dinheiro e estou cogitando excluir minha conta do app permanentemente, já que o app em si tirei do meu celular porque fiquei extremamente desapontada e ofendida com o posicionamento do chat Ifood.",Problemas com App
"ATENDIMENTO DA PLATAFORMA PÉSSIMO Fiz um pedido no ifood e meu pedido veio faltando um item, nesse caso eu entrei em contato com o atendimento deles e solicitei o reembolso do produto, por que não tinha outra opção.Quando chegou nessa parte eles simplesmente não fazem questão de dar atendimento, simplesmente somem e não respondem mais. Não é a primeira vez que isso acontece, a primeira eu deixei passar mais hoje aconteceu novamente.Toda vez eu tenho que ficar cobrando um atendimento, antigamente eu não tinha oq reclamar mas, hoje em dia está péssimo.",Problemas com App
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
"Conta bloqueada Eu fui bloqueada em justamente sempre trabalhei direitinho nunca comi lanche do cliente, e muito menos brigar com cliente, sempre fiz minhas entregas certinho! Só queria q vcs repensasse e me desse outra oportunidade de ter minha conta de volta",Problemas com Cliente
"A vida toda no score 1 Não aguento mais trabalhar e esse score não subir, primeiro que já e mó luta pra subir na maioria das vezes só toca corrida de 4 km pra lá, coisa surreal, quando a gente consegue fazer umas entregas pra subir o score n muda quase nada, tá complicado pra trabalhar assim, trabalha e trabalha e nunca sobe, poderia dar uma olhada na minha conta pq não e possível, mais de meses trabalhando e não sobe, desde já agradeço!! Novamente to aqui pra falar a mesma coisa, trabalha pra caramba e nem muda nada no score e [Editado pelo Reclame Aqui] e impossível trabalhar assim, se não muda nada mó [Editado pelo Reclame Aqui] isso, irei me retirar do Ifood pq isso e sem lógica, trabalha e trabalha e n muda, meu score caiu novamente pro 1 e ainda foi pro vermelho sem sentido pq não toca nada pra mim, que [Editado pelo Reclame Aqui] que tá acontecendo com a minha conta pq não consigo trabalhar a dois dias porque não toca nenhuma corrida ..",Problemas com App
Sem acesso ao Portal do Parceiro Tenho tentado acessar o Portal do Parceiro para atualizar meus estoques mas não consigo. A tela de entrada diz que está enviando o código de acesso mas o mesmo não chega.Solicitei troca do e-mail cadastrado mas o site dá mesnagem de erro e não permite trocar o e-mail.Preciso ter acesso ao Portal para atualizar meus estoques na loja.,Problemas com App
"FUI INSULTADA DENTRO DA PLATAFORMA IFOOD Hoje realizei a compra de um prato no ifood e solicitei um combo tamanho M que vinha macarrão e refrigerante.Se tratava de um combo, ou seja, um item só no ifood.Recebi o alimento às 13h25 e não veio com refrigerante. Me alimentei, e embora não tenha gostado do prato, pois veio uma mini caixa com uns 07 fios de macarrão e o restante tudo àgua/caldo, deixei poucas estrelas ao comércio e so notifiquei que o produto veio errado para sinalizar que não veio a bebida.Lá pedem uma imagem, eu enviei uma imagem nula em branco, somente para conseguir contatar a loja. Recebi retorno de que enviaram completo sim e que eu era uma [Editado pelo Reclame Aqui] que mandei uma imagem em branco. COMO VOU ENVIAR FOTO DA BEBIDA SE NÃO VEIO BEBIDA? Me senti ofendida com o posicionamento do restaurante, que parece ser gerenciado por um banco de adolescente sem educação.Após isso, às 13h53 a recepção do predio em que trabalho me contata informando que o motoboy tinha acabado de retornar para trazer um Guaraná, ou seja, de fato não tinham enviado o refrigerante e a fim de disfarçar o erro, mandaram o motoboy aqui. Porém, já tinham me insultado.E neste meio tempo, eu já tinha contatado o ifood.De uns dias para cá ando tendo problemas umas 2x por semana com o ifood. E já não sei nem o que fazer. O jeito seria excluir a conta, visto que estou sempre me decepcionando e vocês não estão resvolvendo em nada. Estou sendo [Editado pelo Reclame Aqui], já que estou sempre me posicionando com relação à vocês e sem tratativa.Um simples pedido se torna um transtorno por semanas, porque vocês nunca resolvem.Eu gostaria que a loja fosse punida por este ato de ofensa.Pois, de acordo com o Dicionário, [Editado pelo Reclame Aqui]adjetivo e substantivo de dois gêneros1. diz-se de ou pessoa de mau caráter; desonesto, finório.2. diz-se de ou pessoa mal trajada, mas pretensiosa.Eu como cliente, pagando minhas contas, pagando meus pedidos, sou passada para trás e ainda insultada por comunicar o erro do restaurante.",Problemas com Loja
"Chamado sem resposta Recebi um pedido no restaurante, produzi e entreguei no tempo correto, depois de entregue recebi um pedido de cancelamento, dizendo que o prato não estava próprio para consumo, mas na reclamação dizia que o motivo era porque o tamanho dos pastéis eram muito pequenos, recusei o cancelamento, o cliente conseguiu cancelar mesmo assim pela plataforma, entrei em contato com o Ifood informando que no cardápio constava o peso e a foto do produto, exatamente como eles pedem, e que o cliente sabia das características antes de comprar, ainda sim o Ifood manteve o pedido cancelado dizendo que eu não havia mandado mídias necessárias, abri um chamado novamente, porém desta vez mandando fotos e prints do cardápio, comprovando que o peso e o tamanho do pastel estavam corretos, hoje faz 5 dias que eles não me respondem e ignoram totalmente meu problema (não é a primeira vez que não sou respondido ao abrir um chamado) estou tentando pegar o selo de super restaurante e é muito injusto o Ifood estar fazendo isso, não esperava está postura de uma marca com está importância no brasil e no https://******* triste :(Chamado 52064218",Problemas com App
"Fiz uma solicitação de mudança de categoria de entrega é não tive resposta Pedi pra mudar de bike pra moto e o suporte não me da atualizações, nem deixam eu entrar no chat q da erro",Problemas com App
"Atendimento péssimo e prejuízo depois de esperar 08hs por atendimento! Dia 26.01, fiz um pedido de 03 McFlurys no app. Tudo normal, pagamento ok, pedi entrega expressa no valor de R$ 15 para que meus sorvetes chegassem inteiros, e quando chegaram a surpresa: Todos com sabor errado, o sorvete totalmente empedrado, sem condições de comer, o açúcar separou da água na massa e ficou insalubre. Solicitei o reembolso no app no mesmo momento, proximo das 23hs do domingo, e foram me responder as 08h17 da manhã do dia 27, informando que eles não podiam fazer nada e eu ficaria no prejuízo! Mostrei as provas, fotos, o print do pedido, tudo o que tinha em mãos para comprovar que veio tudo errado e eles apenas ""lamentaram minha má experiência"". Só faltou me pedirem foto dos itens no lixo, que eu havia colocado para fora de casa naquela mesma manhã porque estava escorrendo devido ao bendito sorvete. Não é a primeira vez que tenho problema com o Mc e com o Ifood num mesmo pedido, mas na teimosia de confiar na plataforma, acabei perdendo 70 reais. Quero reaver meu dinheiro e estou cogitando excluir minha conta do app permanentemente, já que o app em si tirei do meu celular porque fiquei extremamente desapontada e ofendida com o posicionamento do chat Ifood.",Problemas com App
"ATENDIMENTO DA PLATAFORMA PÉSSIMO Fiz um pedido no ifood e meu pedido veio faltando um item, nesse caso eu entrei em contato com o atendimento deles e solicitei o reembolso do produto, por que não tinha outra opção.Quando chegou nessa parte eles simplesmente não fazem questão de dar atendimento, simplesmente somem e não respondem mais. Não é a primeira vez que isso acontece, a primeira eu deixei passar mais hoje aconteceu novamente.Toda vez eu tenho que ficar cobrando um atendimento, antigamente eu não tinha oq reclamar mas, hoje em dia está péssimo.",Problemas com App
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
"Conta bloqueada Eu fui bloqueada em justamente sempre trabalhei direitinho nunca comi lanche do cliente, e muito menos brigar com cliente, sempre fiz minhas entregas certinho! Só queria q vcs repensasse e me desse outra oportunidade de ter minha conta de volta",Problemas com App
"A vida toda no score 1 Não aguento mais trabalhar e esse score não subir, primeiro que já e mó luta pra subir na maioria das vezes só toca corrida de 4 km pra lá, coisa surreal, quando a gente consegue fazer umas entregas pra subir o score n muda quase nada, tá complicado pra trabalhar assim, trabalha e trabalha e nunca sobe, poderia dar uma olhada na minha conta pq não e possível, mais de meses trabalhando e não sobe, desde já agradeço!! Novamente to aqui pra falar a mesma coisa, trabalha pra caramba e nem muda nada no score e [Editado pelo Reclame Aqui] e impossível trabalhar assim, se não muda nada mó [Editado pelo Reclame Aqui] isso, irei me retirar do Ifood pq isso e sem lógica, trabalha e trabalha e n muda, meu score caiu novamente pro 1 e ainda foi pro vermelho sem sentido pq não toca nada pra mim, que [Editado pelo Reclame Aqui] que tá acontecendo com a minha conta pq não consigo trabalhar a dois dias porque não toca nenhuma corrida ..",Problemas com App
Sem acesso ao Portal do Parceiro Tenho tentado acessar o Portal do Parceiro para atualizar meus estoques mas não consigo. A tela de entrada diz que está enviando o código de acesso mas o mesmo não chega.Solicitei troca do e-mail cadastrado mas o site dá mesnagem de erro e não permite trocar o e-mail.Preciso ter acesso ao Portal para atualizar meus estoques na loja.,Problemas com App
"FUI INSULTADA DENTRO DA PLATAFORMA IFOOD Hoje realizei a compra de um prato no ifood e solicitei um combo tamanho M que vinha macarrão e refrigerante.Se tratava de um combo, ou seja, um item só no ifood.Recebi o alimento às 13h25 e não veio com refrigerante. Me alimentei, e embora não tenha gostado do prato, pois veio uma mini caixa com uns 07 fios de macarrão e o restante tudo àgua/caldo, deixei poucas estrelas ao comércio e so notifiquei que o produto veio errado para sinalizar que não veio a bebida.Lá pedem uma imagem, eu enviei uma imagem nula em branco, somente para conseguir contatar a loja. Recebi retorno de que enviaram completo sim e que eu era uma [Editado pelo Reclame Aqui] que mandei uma imagem em branco. COMO VOU ENVIAR FOTO DA BEBIDA SE NÃO VEIO BEBIDA? Me senti ofendida com o posicionamento do restaurante, que parece ser gerenciado por um banco de adolescente sem educação.Após isso, às 13h53 a recepção do predio em que trabalho me contata informando que o motoboy tinha acabado de retornar para trazer um Guaraná, ou seja, de fato não tinham enviado o refrigerante e a fim de disfarçar o erro, mandaram o motoboy aqui. Porém, já tinham me insultado.E neste meio tempo, eu já tinha contatado o ifood.De uns dias para cá ando tendo problemas umas 2x por semana com o ifood. E já não sei nem o que fazer. O jeito seria excluir a conta, visto que estou sempre me decepcionando e vocês não estão resvolvendo em nada. Estou sendo [Editado pelo Reclame Aqui], já que estou sempre me posicionando com relação à vocês e sem tratativa.Um simples pedido se torna um transtorno por semanas, porque vocês nunca resolvem.Eu gostaria que a loja fosse punida por este ato de ofensa.Pois, de acordo com o Dicionário, [Editado pelo Reclame Aqui]adjetivo e substantivo de dois gêneros1. diz-se de ou pessoa de mau caráter; desonesto, finório.2. diz-se de ou pessoa mal trajada, mas pretensiosa.Eu como cliente, pagando minhas contas, pagando meus pedidos, sou passada para trás e ainda insultada por comunicar o erro do restaurante.",Problemas com Loja
"Chamado sem resposta Recebi um pedido no restaurante, produzi e entreguei no tempo correto, depois de entregue recebi um pedido de cancelamento, dizendo que o prato não estava próprio para consumo, mas na reclamação dizia que o motivo era porque o tamanho dos pastéis eram muito pequenos, recusei o cancelamento, o cliente conseguiu cancelar mesmo assim pela plataforma, entrei em contato com o Ifood informando que no cardápio constava o peso e a foto do produto, exatamente como eles pedem, e que o cliente sabia das características antes de comprar, ainda sim o Ifood manteve o pedido cancelado dizendo que eu não havia mandado mídias necessárias, abri um chamado novamente, porém desta vez mandando fotos e prints do cardápio, comprovando que o peso e o tamanho do pastel estavam corretos, hoje faz 5 dias que eles não me respondem e ignoram totalmente meu problema (não é a primeira vez que não sou respondido ao abrir um chamado) estou tentando pegar o selo de super restaurante e é muito injusto o Ifood estar fazendo isso, não esperava está postura de uma marca com está importância no brasil e no https://******* triste :(Chamado 52064218",Problemas com App
"Não reseta a senha Preciso que resetem a minha senha de acesso, esse negocio de ser possível somente com o número de telefone não existe, pra isso que cadastrei o e-mail. Agora que não uso mais o mesmo número o que faço?E quero que cancelem a tarifa mensal que estão cobrando dessa conta que se quer consigo acessar!","Problemas com App, Problemas com Financeiro"
"Atendimento péssimo e prejuízo depois de esperar 08hs por atendimento! Dia 26.01, fiz um pedido de 03 McFlurys no app. Tudo normal, pagamento ok, pedi entrega expressa no valor de R$ 15 para que meus sorvetes chegassem inteiros, e quando chegaram a surpresa: Todos com sabor errado, o sorvete totalmente empedrado, sem condições de comer, o açúcar separou da água na massa e ficou insalubre. Solicitei o reembolso no app no mesmo momento, proximo das 23hs do domingo, e foram me responder as 08h17 da manhã do dia 27, informando que eles não podiam fazer nada e eu ficaria no prejuízo! Mostrei as provas, fotos, o print do pedido, tudo o que tinha em mãos para comprovar que veio tudo errado e eles apenas ""lamentaram minha má experiência"". Só faltou me pedirem foto dos itens no lixo, que eu havia colocado para fora de casa naquela mesma manhã porque estava escorrendo devido ao bendito sorvete. Não é a primeira vez que tenho problema com o Mc e com o Ifood num mesmo pedido, mas na teimosia de confiar na plataforma, acabei perdendo 70 reais. Quero reaver meu dinheiro e estou cogitando excluir minha conta do app permanentemente, já que o app em si tirei do meu celular porque fiquei extremamente desapontada e ofendida com o posicionamento do chat Ifood.",Problemas com App
"ATENDIMENTO DA PLATAFORMA PÉSSIMO Fiz um pedido no ifood e meu pedido veio faltando um item, nesse caso eu entrei em contato com o atendimento deles e solicitei o reembolso do produto, por que não tinha outra opção.Quando chegou nessa parte eles simplesmente não fazem questão de dar atendimento, simplesmente somem e não respondem mais. Não é a primeira vez que isso acontece, a primeira eu deixei passar mais hoje aconteceu novamente.Toda vez eu tenho que ficar cobrando um atendimento, antigamente eu não tinha oq reclamar mas, hoje em dia está péssimo.",Problemas com App
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
"Conta bloqueada Eu fui bloqueada em justamente sempre trabalhei direitinho nunca comi lanche do cliente, e muito menos brigar com cliente, sempre fiz minhas entregas certinho! Só queria q vcs repensasse e me desse outra oportunidade de ter minha conta de volta",Problemas com Cliente
"A vida toda no score 1 Não aguento mais trabalhar e esse score não subir, primeiro que já e mó luta pra subir na maioria das vezes só toca corrida de 4 km pra lá, coisa surreal, quando a gente consegue fazer umas entregas pra subir o score n muda quase nada, tá complicado pra trabalhar assim, trabalha e trabalha e nunca sobe, poderia dar uma olhada na minha conta pq não e possível, mais de meses trabalhando e não sobe, desde já agradeço!! Novamente to aqui pra falar a mesma coisa, trabalha pra caramba e nem muda nada no score e [Editado pelo Reclame Aqui] e impossível trabalhar assim, se não muda nada mó [Editado pelo Reclame Aqui] isso, irei me retirar do Ifood pq isso e sem lógica, trabalha e trabalha e n muda, meu score caiu novamente pro 1 e ainda foi pro vermelho sem sentido pq não toca nada pra mim, que [Editado pelo Reclame Aqui] que tá acontecendo com a minha conta pq não consigo trabalhar a dois dias porque não toca nenhuma corrida ..",Problemas com App
Sem acesso ao Portal do Parceiro Tenho tentado acessar o Portal do Parceiro para atualizar meus estoques mas não consigo. A tela de entrada diz que está enviando o código de acesso mas o mesmo não chega.Solicitei troca do e-mail cadastrado mas o site dá mesnagem de erro e não permite trocar o e-mail.Preciso ter acesso ao Portal para atualizar meus estoques na loja.,Problemas com App
"FUI INSULTADA DENTRO DA PLATAFORMA IFOOD Hoje realizei a compra de um prato no ifood e solicitei um combo tamanho M que vinha macarrão e refrigerante.Se tratava de um combo, ou seja, um item só no ifood.Recebi o alimento às 13h25 e não veio com refrigerante. Me alimentei, e embora não tenha gostado do prato, pois veio uma mini caixa com uns 07 fios de macarrão e o restante tudo àgua/caldo, deixei poucas estrelas ao comércio e so notifiquei que o produto veio errado para sinalizar que não veio a bebida.Lá pedem uma imagem, eu enviei uma imagem nula em branco, somente para conseguir contatar a loja. Recebi retorno de que enviaram completo sim e que eu era uma [Editado pelo Reclame Aqui] que mandei uma imagem em branco. COMO VOU ENVIAR FOTO DA BEBIDA SE NÃO VEIO BEBIDA? Me senti ofendida com o posicionamento do restaurante, que parece ser gerenciado por um banco de adolescente sem educação.Após isso, às 13h53 a recepção do predio em que trabalho me contata informando que o motoboy tinha acabado de retornar para trazer um Guaraná, ou seja, de fato não tinham enviado o refrigerante e a fim de disfarçar o erro, mandaram o motoboy aqui. Porém, já tinham me insultado.E neste meio tempo, eu já tinha contatado o ifood.De uns dias para cá ando tendo problemas umas 2x por semana com o ifood. E já não sei nem o que fazer. O jeito seria excluir a conta, visto que estou sempre me decepcionando e vocês não estão resvolvendo em nada. Estou sendo [Editado pelo Reclame Aqui], já que estou sempre me posicionando com relação à vocês e sem tratativa.Um simples pedido se torna um transtorno por semanas, porque vocês nunca resolvem.Eu gostaria que a loja fosse punida por este ato de ofensa.Pois, de acordo com o Dicionário, [Editado pelo Reclame Aqui]adjetivo e substantivo de dois gêneros1. diz-se de ou pessoa de mau caráter; desonesto, finório.2. diz-se de ou pessoa mal trajada, mas pretensiosa.Eu como cliente, pagando minhas contas, pagando meus pedidos, sou passada para trás e ainda insultada por comunicar o erro do restaurante.",Problemas com Loja
"Chamado sem resposta Recebi um pedido no restaurante, produzi e entreguei no tempo correto, depois de entregue recebi um pedido de cancelamento, dizendo que o prato não estava próprio para consumo, mas na reclamação dizia que o motivo era porque o tamanho dos pastéis eram muito pequenos, recusei o cancelamento, o cliente conseguiu cancelar mesmo assim pela plataforma, entrei em contato com o Ifood informando que no cardápio constava o peso e a foto do produto, exatamente como eles pedem, e que o cliente sabia das características antes de comprar, ainda sim o Ifood manteve o pedido cancelado dizendo que eu não havia mandado mídias necessárias, abri um chamado novamente, porém desta vez mandando fotos e prints do cardápio, comprovando que o peso e o tamanho do pastel estavam corretos, hoje faz 5 dias que eles não me respondem e ignoram totalmente meu problema (não é a primeira vez que não sou respondido ao abrir um chamado) estou tentando pegar o selo de super restaurante e é muito injusto o Ifood estar fazendo isso, não esperava está postura de uma marca com está importância no brasil e no https://******* triste :(Chamado 52064218",Problemas com App
"Não reseta a senha Preciso que resetem a minha senha de acesso, esse negocio de ser possível somente com o número de telefone não existe, pra isso que cadastrei o e-mail. Agora que não uso mais o mesmo número o que faço?E quero que cancelem a tarifa mensal que estão cobrando dessa conta que se quer consigo acessar!","Problemas com App, Problemas com Financeiro"
Conta desativada Boa tarde fiz uma retirada cheguei lá entrei em contato com vcs o cliente não queria passar o código aí vcs colocou pra mim devolver os produtos até a loja cheguei na loja estava fechada fui embora no outro dia acordei com a conta desativada preciso da conta tenho não sei quantas mil corridas sem problemas por favor pesso q vcs verifica esse ocorrido preciso trabalhar,Problemas com Cliente
"ATENDIMENTO DA PLATAFORMA PÉSSIMO Fiz um pedido no ifood e meu pedido veio faltando um item, nesse caso eu entrei em contato com o atendimento deles e solicitei o reembolso do produto, por que não tinha outra opção.Quando chegou nessa parte eles simplesmente não fazem questão de dar atendimento, simplesmente somem e não respondem mais. Não é a primeira vez que isso acontece, a primeira eu deixei passar mais hoje aconteceu novamente.Toda vez eu tenho que ficar cobrando um atendimento, antigamente eu não tinha oq reclamar mas, hoje em dia está péssimo.",Problemas com App
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
"Conta bloqueada Eu fui bloqueada em justamente sempre trabalhei direitinho nunca comi lanche do cliente, e muito menos brigar com cliente, sempre fiz minhas entregas certinho! Só queria q vcs repensasse e me desse outra oportunidade de ter minha conta de volta",Problemas com Cliente
"A vida toda no score 1 Não aguento mais trabalhar e esse score não subir, primeiro que já e mó luta pra subir na maioria das vezes só toca corrida de 4 km pra lá, coisa surreal, quando a gente consegue fazer umas entregas pra subir o score n muda quase nada, tá complicado pra trabalhar assim, trabalha e trabalha e nunca sobe, poderia dar uma olhada na minha conta pq não e possível, mais de meses trabalhando e não sobe, desde já agradeço!! Novamente to aqui pra falar a mesma coisa, trabalha pra caramba e nem muda nada no score e [Editado pelo Reclame Aqui] e impossível trabalhar assim, se não muda nada mó [Editado pelo Reclame Aqui] isso, irei me retirar do Ifood pq isso e sem lógica, trabalha e trabalha e n muda, meu score caiu novamente pro 1 e ainda foi pro vermelho sem sentido pq não toca nada pra mim, que [Editado pelo Reclame Aqui] que tá acontecendo com a minha conta pq não consigo trabalhar a dois dias porque não toca nenhuma corrida ..",Problemas com App
Sem acesso ao Portal do Parceiro Tenho tentado acessar o Portal do Parceiro para atualizar meus estoques mas não consigo. A tela de entrada diz que está enviando o código de acesso mas o mesmo não chega.Solicitei troca do e-mail cadastrado mas o site dá mesnagem de erro e não permite trocar o e-mail.Preciso ter acesso ao Portal para atualizar meus estoques na loja.,Problemas com App
"FUI INSULTADA DENTRO DA PLATAFORMA IFOOD Hoje realizei a compra de um prato no ifood e solicitei um combo tamanho M que vinha macarrão e refrigerante.Se tratava de um combo, ou seja, um item só no ifood.Recebi o alimento às 13h25 e não veio com refrigerante. Me alimentei, e embora não tenha gostado do prato, pois veio uma mini caixa com uns 07 fios de macarrão e o restante tudo àgua/caldo, deixei poucas estrelas ao comércio e so notifiquei que o produto veio errado para sinalizar que não veio a bebida.Lá pedem uma imagem, eu enviei uma imagem nula em branco, somente para conseguir contatar a loja. Recebi retorno de que enviaram completo sim e que eu era uma [Editado pelo Reclame Aqui] que mandei uma imagem em branco. COMO VOU ENVIAR FOTO DA BEBIDA SE NÃO VEIO BEBIDA? Me senti ofendida com o posicionamento do restaurante, que parece ser gerenciado por um banco de adolescente sem educação.Após isso, às 13h53 a recepção do predio em que trabalho me contata informando que o motoboy tinha acabado de retornar para trazer um Guaraná, ou seja, de fato não tinham enviado o refrigerante e a fim de disfarçar o erro, mandaram o motoboy aqui. Porém, já tinham me insultado.E neste meio tempo, eu já tinha contatado o ifood.De uns dias para cá ando tendo problemas umas 2x por semana com o ifood. E já não sei nem o que fazer. O jeito seria excluir a conta, visto que estou sempre me decepcionando e vocês não estão resvolvendo em nada. Estou sendo [Editado pelo Reclame Aqui], já que estou sempre me posicionando com relação à vocês e sem tratativa.Um simples pedido se torna um transtorno por semanas, porque vocês nunca resolvem.Eu gostaria que a loja fosse punida por este ato de ofensa.Pois, de acordo com o Dicionário, [Editado pelo Reclame Aqui]adjetivo e substantivo de dois gêneros1. diz-se de ou pessoa de mau caráter; desonesto, finório.2. diz-se de ou pessoa mal trajada, mas pretensiosa.Eu como cliente, pagando minhas contas, pagando meus pedidos, sou passada para trás e ainda insultada por comunicar o erro do restaurante.",Problemas com App
"Chamado sem resposta Recebi um pedido no restaurante, produzi e entreguei no tempo correto, depois de entregue recebi um pedido de cancelamento, dizendo que o prato não estava próprio para consumo, mas na reclamação dizia que o motivo era porque o tamanho dos pastéis eram muito pequenos, recusei o cancelamento, o cliente conseguiu cancelar mesmo assim pela plataforma, entrei em contato com o Ifood informando que no cardápio constava o peso e a foto do produto, exatamente como eles pedem, e que o cliente sabia das características antes de comprar, ainda sim o Ifood manteve o pedido cancelado dizendo que eu não havia mandado mídias necessárias, abri um chamado novamente, porém desta vez mandando fotos e prints do cardápio, comprovando que o peso e o tamanho do pastel estavam corretos, hoje faz 5 dias que eles não me respondem e ignoram totalmente meu problema (não é a primeira vez que não sou respondido ao abrir um chamado) estou tentando pegar o selo de super restaurante e é muito injusto o Ifood estar fazendo isso, não esperava está postura de uma marca com está importância no brasil e no https://******* triste :(Chamado 52064218",Problemas com App
"Não reseta a senha Preciso que resetem a minha senha de acesso, esse negocio de ser possível somente com o número de telefone não existe, pra isso que cadastrei o e-mail. Agora que não uso mais o mesmo número o que faço?E quero que cancelem a tarifa mensal que estão cobrando dessa conta que se quer consigo acessar!","Problemas com App, Problemas com Financeiro"
Conta desativada Boa tarde fiz uma retirada cheguei lá entrei em contato com vcs o cliente não queria passar o código aí vcs colocou pra mim devolver os produtos até a loja cheguei na loja estava fechada fui embora no outro dia acordei com a conta desativada preciso da conta tenho não sei quantas mil corridas sem problemas por favor pesso q vcs verifica esse ocorrido preciso trabalhar,Problemas com Cliente
"pedido revirado Eu fiz um pedido que o produto veio revirado dentro da caixa e melecado, era um produto frito e não estava nenhum pouco do jeito que teria que vir, fiz a reclamação no atendimento mas o restaurante não respondeu e o ifood não resolveu, agora os restaurantes podem mandar o pedido de qualquer jeito que não tem problema? não tem resolução, só temos que aceitar e pronto",Problemas com Loja
Modal de bike Quero fazer a mudança para bike e não me respondem,Problemas com App
